ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade,Range,Total of A,Assignment of A,Midterm of A,Final of A,Assignment A (30),Midterm 30,final 35,Assignment B (30),Midterm B 30,final 35,meanA,meanB+,meanB,meanC+,meanC,meanD+,meanD,meanF
XX06600,10,40,100,3,14,35,52,D,51-60, , , , ,3,14,35, , , , , , , , , ,52, 
XX06601,30,100,0,9,35,0,44,F,41-50, , , , , , , ,9,35,0, , , , , , , ,44
XX06602,97,0,80,29.1,0,28,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06603,97,10,18,29.1,3.5,6.3,39,F,31-40, , , , , , , ,29.1,3.5,6.3, , , , , , , ,39
XX06604,17,3,0,5.1,1.05,0,6,F,0-10, , , , , , , ,5.1,1.05,0, , , , , , , ,6
XX06605,10,70,30,3,24.5,10.5,38,F,31-40, , , , , , , ,3,24.5,10.5, , , , , , , ,38
XX06606,20,53,0,6,18.55,0,25,F,21-30, , , , , , , ,6,18.55,0, , , , , , , ,25
XX06607,10,97,8,3,33.95,2.8,40,F,31-40, , , , , , , ,3,33.95,2.8, , , , , , , ,40
XX06608,37,73,35,11.1,25.55,12.25,49,F,41-50, , , , , , , ,11.1,25.55,12.25, , , , , , , ,49
XX06609,50,17,35,15,5.95,12.25,33,F,31-40, , , , , , , ,15,5.95,12.25, , , , , , , ,33
XX06610,3,70,78,0.9,24.5,27.3,53,D,51-60, , , , ,0.9,24.5,27.3, , , , , , , , , ,53, 
XX06611,40,47,2,12,16.45,0.7,29,F,21-30, , , , , , , ,12,16.45,0.7, , , , , , , ,29
XX06612,87,77,45,26.1,26.95,15.75,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX06613,97,80,60,29.1,28,21,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX06614,33,90,75,9.9,31.5,26.25,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX06615,80,53,22,24,18.55,7.7,50,D,41-50, , , , ,24,18.55,7.7, , , , , , , , , ,50, 
XX06616,40,63,72,12,22.05,25.2,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX06617,30,47,60,9,16.45,21,46,F,41-50, , , , , , , ,9,16.45,21, , , , , , , ,46
XX06618,33,3,75,9.9,1.05,26.25,37,F,31-40, , , , , , , ,9.9,1.05,26.25, , , , , , , ,37
XX06619,17,63,57,5.1,22.05,19.95,47,F,41-50, , , , , , , ,5.1,22.05,19.95, , , , , , , ,47
XX06620,63,23,75,18.9,8.05,26.25,53,D,51-60, , , , ,18.9,8.05,26.25, , , , , , , , , ,53, 
XX06621,20,77,78,6,26.95,27.3,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX06622,47,3,70,14.1,1.05,24.5,40,F,31-40, , , , , , , ,14.1,1.05,24.5, , , , , , , ,40
XX06623,43,93,48,12.9,32.55,16.8,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX06624,70,23,62,21,8.05,21.7,51,D,51-60, , , , ,21,8.05,21.7, , , , , , , , , ,51, 
XX06625,60,100,18,18,35,6.3,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX06626,80,43,38,24,15.05,13.3,52,D,51-60, , , , ,24,15.05,13.3, , , , , , , , , ,52, 
XX06627,37,17,50,11.1,5.95,17.5,35,F,31-40, , , , , , , ,11.1,5.95,17.5, , , , , , , ,35
XX06628,83,60,72,24.9,21,25.2,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX06629,67,53,90,20.1,18.55,31.5,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX06630,60,37,20,18,12.95,7,38,F,31-40, , , , , , , ,18,12.95,7, , , , , , , ,38
XX06631,63,33,92,18.9,11.55,32.2,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX06632,43,53,88,12.9,18.55,30.8,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX06633,3,33,40,0.9,11.55,14,26,F,21-30, , , , , , , ,0.9,11.55,14, , , , , , , ,26
XX06634,33,80,28,9.9,28,9.8,48,F,41-50, , , , , , , ,9.9,28,9.8, , , , , , , ,48
XX06635,60,57,98,18,19.95,34.3,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX06636,37,77,80,11.1,26.95,28,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX06637,100,50,92,30,17.5,32.2,80,A,71-80,80,100,50,92, , , , , , ,80, , , , , , , 
XX06638,63,47,38,18.9,16.45,13.3,49,F,41-50, , , , , , , ,18.9,16.45,13.3, , , , , , , ,49
XX06639,7,70,90,2.1,24.5,31.5,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX06640,80,20,40,24,7,14,45,F,41-50, , , , , , , ,24,7,14, , , , , , , ,45
XX06641,53,80,0,15.9,28,0,44,F,41-50, , , , , , , ,15.9,28,0, , , , , , , ,44
XX06642,93,60,25,27.9,21,8.75,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX06643,50,7,55,15,2.45,19.25,37,F,31-40, , , , , , , ,15,2.45,19.25, , , , , , , ,37
XX06644,30,90,2,9,31.5,0.7,41,F,41-50, , , , , , , ,9,31.5,0.7, , , , , , , ,41
XX06645,80,0,62,24,0,21.7,46,F,41-50, , , , , , , ,24,0,21.7, , , , , , , ,46
XX06646,27,80,75,8.1,28,26.25,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX06647,53,83,45,15.9,29.05,15.75,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX06648,93,80,22,27.9,28,7.7,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX06649,50,70,2,15,24.5,0.7,40,F,31-40, , , , , , , ,15,24.5,0.7, , , , , , , ,40
XX06650,83,7,52,24.9,2.45,18.2,46,F,41-50, , , , , , , ,24.9,2.45,18.2, , , , , , , ,46
XX06651,50,27,60,15,9.45,21,45,F,41-50, , , , , , , ,15,9.45,21, , , , , , , ,45
XX06652,20,63,0,6,22.05,0,28,F,21-30, , , , , , , ,6,22.05,0, , , , , , , ,28
XX06653,57,93,65,17.1,32.55,22.75,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX06654,27,7,38,8.1,2.45,13.3,24,F,21-30, , , , , , , ,8.1,2.45,13.3, , , , , , , ,24
XX06655,10,50,48,3,17.5,16.8,37,F,31-40, , , , , , , ,3,17.5,16.8, , , , , , , ,37
XX06656,100,100,95,30,35,33.25,98,A,91-100,98,100,100,95, , , , , , ,98, , , , , , , 
XX06657,53,27,50,15.9,9.45,17.5,43,F,41-50, , , , , , , ,15.9,9.45,17.5, , , , , , , ,43
XX06658,20,67,55,6,23.45,19.25,49,F,41-50, , , , , , , ,6,23.45,19.25, , , , , , , ,49
XX06659,67,20,95,20.1,7,33.25,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX06660,3,3,78,0.9,1.05,27.3,29,F,21-30, , , , , , , ,0.9,1.05,27.3, , , , , , , ,29
XX06661,23,47,18,6.9,16.45,6.3,30,F,21-30, , , , , , , ,6.9,16.45,6.3, , , , , , , ,30
XX06662,33,13,32,9.9,4.55,11.2,26,F,21-30, , , , , , , ,9.9,4.55,11.2, , , , , , , ,26
XX06663,63,3,85,18.9,1.05,29.75,50,D,41-50, , , , ,18.9,1.05,29.75, , , , , , , , , ,50, 
XX06664,20,30,32,6,10.5,11.2,28,F,21-30, , , , , , , ,6,10.5,11.2, , , , , , , ,28
XX06665,60,97,48,18,33.95,16.8,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX06666,7,17,5,2.1,5.95,1.75,10,F,0-10, , , , , , , ,2.1,5.95,1.75, , , , , , , ,10
XX06667,67,77,95,20.1,26.95,33.25,80,A,71-80,80,67,77,95, , , , , , ,80, , , , , , , 
XX06668,37,7,95,11.1,2.45,33.25,47,F,41-50, , , , , , , ,11.1,2.45,33.25, , , , , , , ,47
XX06669,30,37,48,9,12.95,16.8,39,F,31-40, , , , , , , ,9,12.95,16.8, , , , , , , ,39
XX06670,27,60,70,8.1,21,24.5,54,D,51-60, , , , ,8.1,21,24.5, , , , , , , , , ,54, 
XX06671,53,77,15,15.9,26.95,5.25,48,F,41-50, , , , , , , ,15.9,26.95,5.25, , , , , , , ,48
XX06672,33,10,8,9.9,3.5,2.8,16,F,11-20, , , , , , , ,9.9,3.5,2.8, , , , , , , ,16
XX06673,90,30,98,27,10.5,34.3,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX06674,70,47,50,21,16.45,17.5,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX06675,63,23,2,18.9,8.05,0.7,28,F,21-30, , , , , , , ,18.9,8.05,0.7, , , , , , , ,28
XX06676,50,90,38,15,31.5,13.3,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX06677,17,0,20,5.1,0,7,12,F,11-20, , , , , , , ,5.1,0,7, , , , , , , ,12
XX06678,20,0,28,6,0,9.8,16,F,11-20, , , , , , , ,6,0,9.8, , , , , , , ,16
XX06679,47,53,40,14.1,18.55,14,47,F,41-50, , , , , , , ,14.1,18.55,14, , , , , , , ,47
XX06680,63,97,32,18.9,33.95,11.2,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX06681,57,50,35,17.1,17.5,12.25,47,F,41-50, , , , , , , ,17.1,17.5,12.25, , , , , , , ,47
XX06682,40,90,88,12,31.5,30.8,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX06683,33,33,25,9.9,11.55,8.75,30,F,21-30, , , , , , , ,9.9,11.55,8.75, , , , , , , ,30
XX06684,43,50,78,12.9,17.5,27.3,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX06685,73,77,18,21.9,26.95,6.3,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX06686,80,43,38,24,15.05,13.3,52,D,51-60, , , , ,24,15.05,13.3, , , , , , , , , ,52, 
XX06687,100,97,38,30,33.95,13.3,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX06688,80,80,62,24,28,21.7,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX06689,27,100,38,8.1,35,13.3,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX06690,10,7,55,3,2.45,19.25,25,F,21-30, , , , , , , ,3,2.45,19.25, , , , , , , ,25
XX06691,60,73,38,18,25.55,13.3,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06692,83,67,0,24.9,23.45,0,48,F,41-50, , , , , , , ,24.9,23.45,0, , , , , , , ,48
XX06693,7,90,18,2.1,31.5,6.3,40,F,31-40, , , , , , , ,2.1,31.5,6.3, , , , , , , ,40
XX06694,73,23,70,21.9,8.05,24.5,54,D,51-60, , , , ,21.9,8.05,24.5, , , , , , , , , ,54, 
XX06695,67,33,22,20.1,11.55,7.7,39,F,31-40, , , , , , , ,20.1,11.55,7.7, , , , , , , ,39
XX06696,47,23,62,14.1,8.05,21.7,44,F,41-50, , , , , , , ,14.1,8.05,21.7, , , , , , , ,44
XX06697,3,10,85,0.9,3.5,29.75,34,F,31-40, , , , , , , ,0.9,3.5,29.75, , , , , , , ,34
XX06698,17,77,52,5.1,26.95,18.2,50,D,41-50, , , , ,5.1,26.95,18.2, , , , , , , , , ,50, 
XX06699,27,60,80,8.1,21,28,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06700,80,0,68,24,0,23.8,48,F,41-50, , , , , , , ,24,0,23.8, , , , , , , ,48
XX06701,97,100,72,29.1,35,25.2,89,A,81-90,89,97,100,72, , , , , , ,89, , , , , , , 
XX06702,67,37,80,20.1,12.95,28,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX06703,37,90,28,11.1,31.5,9.8,52,D,51-60, , , , ,11.1,31.5,9.8, , , , , , , , , ,52, 
XX06704,20,100,90,6,35,31.5,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX06705,33,7,95,9.9,2.45,33.25,46,F,41-50, , , , , , , ,9.9,2.45,33.25, , , , , , , ,46
XX06706,73,47,40,21.9,16.45,14,52,D,51-60, , , , ,21.9,16.45,14, , , , , , , , , ,52, 
XX06707,0,100,88,0,35,30.8,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX06708,63,100,98,18.9,35,34.3,88,A,81-90,88,63,100,98, , , , , , ,88, , , , , , , 
XX06709,67,93,18,20.1,32.55,6.3,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX06710,87,63,78,26.1,22.05,27.3,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX06711,33,3,48,9.9,1.05,16.8,28,F,21-30, , , , , , , ,9.9,1.05,16.8, , , , , , , ,28
XX06712,57,47,45,17.1,16.45,15.75,49,F,41-50, , , , , , , ,17.1,16.45,15.75, , , , , , , ,49
XX06713,3,23,18,0.9,8.05,6.3,15,F,11-20, , , , , , , ,0.9,8.05,6.3, , , , , , , ,15
XX06714,37,30,75,11.1,10.5,26.25,48,F,41-50, , , , , , , ,11.1,10.5,26.25, , , , , , , ,48
XX06715,37,23,78,11.1,8.05,27.3,46,F,41-50, , , , , , , ,11.1,8.05,27.3, , , , , , , ,46
XX06716,43,80,70,12.9,28,24.5,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX06717,40,77,72,12,26.95,25.2,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX06718,60,50,55,18,17.5,19.25,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX06719,43,10,25,12.9,3.5,8.75,25,F,21-30, , , , , , , ,12.9,3.5,8.75, , , , , , , ,25
XX06720,50,67,52,15,23.45,18.2,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06721,47,97,57,14.1,33.95,19.95,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX06722,100,3,5,30,1.05,1.75,33,F,31-40, , , , , , , ,30,1.05,1.75, , , , , , , ,33
XX06723,37,30,75,11.1,10.5,26.25,48,F,41-50, , , , , , , ,11.1,10.5,26.25, , , , , , , ,48
XX06724,83,70,92,24.9,24.5,32.2,82,A,81-90,82,83,70,92, , , , , , ,82, , , , , , , 
XX06725,23,27,32,6.9,9.45,11.2,28,F,21-30, , , , , , , ,6.9,9.45,11.2, , , , , , , ,28
XX06726,23,33,75,6.9,11.55,26.25,45,F,41-50, , , , , , , ,6.9,11.55,26.25, , , , , , , ,45
XX06727,47,7,15,14.1,2.45,5.25,22,F,21-30, , , , , , , ,14.1,2.45,5.25, , , , , , , ,22
XX06728,53,27,62,15.9,9.45,21.7,47,F,41-50, , , , , , , ,15.9,9.45,21.7, , , , , , , ,47
XX06729,100,33,45,30,11.55,15.75,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06730,47,37,90,14.1,12.95,31.5,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX06731,0,77,100,0,26.95,35,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX06732,30,63,10,9,22.05,3.5,35,F,31-40, , , , , , , ,9,22.05,3.5, , , , , , , ,35
XX06733,80,47,98,24,16.45,34.3,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX06734,23,13,92,6.9,4.55,32.2,44,F,41-50, , , , , , , ,6.9,4.55,32.2, , , , , , , ,44
XX06735,53,63,72,15.9,22.05,25.2,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX06736,37,77,25,11.1,26.95,8.75,47,F,41-50, , , , , , , ,11.1,26.95,8.75, , , , , , , ,47
XX06737,83,90,50,24.9,31.5,17.5,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX06738,13,90,48,3.9,31.5,16.8,52,D,51-60, , , , ,3.9,31.5,16.8, , , , , , , , , ,52, 
XX06739,97,83,15,29.1,29.05,5.25,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX06740,47,33,57,14.1,11.55,19.95,46,F,41-50, , , , , , , ,14.1,11.55,19.95, , , , , , , ,46
XX06741,40,7,0,12,2.45,0,14,F,11-20, , , , , , , ,12,2.45,0, , , , , , , ,14
XX06742,40,97,57,12,33.95,19.95,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX06743,3,57,92,0.9,19.95,32.2,53,D,51-60, , , , ,0.9,19.95,32.2, , , , , , , , , ,53, 
XX06744,73,10,0,21.9,3.5,0,25,F,21-30, , , , , , , ,21.9,3.5,0, , , , , , , ,25
XX06745,0,23,22,0,8.05,7.7,16,F,11-20, , , , , , , ,0,8.05,7.7, , , , , , , ,16
XX06746,100,93,35,30,32.55,12.25,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX06747,27,37,98,8.1,12.95,34.3,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX06748,0,47,55,0,16.45,19.25,36,F,31-40, , , , , , , ,0,16.45,19.25, , , , , , , ,36
XX06749,3,17,2,0.9,5.95,0.7,8,F,0-10, , , , , , , ,0.9,5.95,0.7, , , , , , , ,8
XX06750,100,7,42,30,2.45,14.7,47,F,41-50, , , , , , , ,30,2.45,14.7, , , , , , , ,47
XX06751,27,90,70,8.1,31.5,24.5,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX06752,17,23,70,5.1,8.05,24.5,38,F,31-40, , , , , , , ,5.1,8.05,24.5, , , , , , , ,38
XX06753,3,43,52,0.9,15.05,18.2,34,F,31-40, , , , , , , ,0.9,15.05,18.2, , , , , , , ,34
XX06754,0,20,35,0,7,12.25,19,F,11-20, , , , , , , ,0,7,12.25, , , , , , , ,19
XX06755,73,43,52,21.9,15.05,18.2,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX06756,23,20,78,6.9,7,27.3,41,F,41-50, , , , , , , ,6.9,7,27.3, , , , , , , ,41
XX06757,70,90,90,21,31.5,31.5,84,A,81-90,84,70,90,90, , , , , , ,84, , , , , , , 
XX06758,27,0,70,8.1,0,24.5,33,F,31-40, , , , , , , ,8.1,0,24.5, , , , , , , ,33
XX06759,40,100,55,12,35,19.25,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX06760,0,57,62,0,19.95,21.7,42,F,41-50, , , , , , , ,0,19.95,21.7, , , , , , , ,42
XX06761,0,70,25,0,24.5,8.75,33,F,31-40, , , , , , , ,0,24.5,8.75, , , , , , , ,33
XX06762,100,27,55,30,9.45,19.25,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX06763,37,10,70,11.1,3.5,24.5,39,F,31-40, , , , , , , ,11.1,3.5,24.5, , , , , , , ,39
XX06764,57,47,98,17.1,16.45,34.3,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX06765,3,33,80,0.9,11.55,28,40,F,31-40, , , , , , , ,0.9,11.55,28, , , , , , , ,40
XX06766,47,100,80,14.1,35,28,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX06767,33,10,15,9.9,3.5,5.25,19,F,11-20, , , , , , , ,9.9,3.5,5.25, , , , , , , ,19
XX06768,80,13,45,24,4.55,15.75,44,F,41-50, , , , , , , ,24,4.55,15.75, , , , , , , ,44
XX06769,53,67,82,15.9,23.45,28.7,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX06770,87,63,48,26.1,22.05,16.8,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX06771,0,37,48,0,12.95,16.8,30,F,21-30, , , , , , , ,0,12.95,16.8, , , , , , , ,30
XX06772,37,3,48,11.1,1.05,16.8,29,F,21-30, , , , , , , ,11.1,1.05,16.8, , , , , , , ,29
XX06773,43,100,5,12.9,35,1.75,50,D,41-50, , , , ,12.9,35,1.75, , , , , , , , , ,50, 
XX06774,23,3,0,6.9,1.05,0,8,F,0-10, , , , , , , ,6.9,1.05,0, , , , , , , ,8
XX06775,80,100,45,24,35,15.75,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX06776,100,13,25,30,4.55,8.75,43,F,41-50, , , , , , , ,30,4.55,8.75, , , , , , , ,43
XX06777,83,17,5,24.9,5.95,1.75,33,F,31-40, , , , , , , ,24.9,5.95,1.75, , , , , , , ,33
XX06778,27,100,42,8.1,35,14.7,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX06779,10,53,12,3,18.55,4.2,26,F,21-30, , , , , , , ,3,18.55,4.2, , , , , , , ,26
XX06780,17,7,75,5.1,2.45,26.25,34,F,31-40, , , , , , , ,5.1,2.45,26.25, , , , , , , ,34
XX06781,67,10,32,20.1,3.5,11.2,35,F,31-40, , , , , , , ,20.1,3.5,11.2, , , , , , , ,35
XX06782,100,50,60,30,17.5,21,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX06783,87,90,82,26.1,31.5,28.7,86,A,81-90,86,87,90,82, , , , , , ,86, , , , , , , 
XX06784,7,73,50,2.1,25.55,17.5,45,F,41-50, , , , , , , ,2.1,25.55,17.5, , , , , , , ,45
XX06785,50,30,50,15,10.5,17.5,43,F,41-50, , , , , , , ,15,10.5,17.5, , , , , , , ,43
XX06786,73,30,68,21.9,10.5,23.8,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX06787,7,37,35,2.1,12.95,12.25,27,F,21-30, , , , , , , ,2.1,12.95,12.25, , , , , , , ,27
XX06788,30,83,100,9,29.05,35,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX06789,60,17,78,18,5.95,27.3,51,D,51-60, , , , ,18,5.95,27.3, , , , , , , , , ,51, 
XX06790,0,3,12,0,1.05,4.2,5,F,0-10, , , , , , , ,0,1.05,4.2, , , , , , , ,5
XX06791,3,33,75,0.9,11.55,26.25,39,F,31-40, , , , , , , ,0.9,11.55,26.25, , , , , , , ,39
XX06792,7,7,10,2.1,2.45,3.5,8,F,0-10, , , , , , , ,2.1,2.45,3.5, , , , , , , ,8
XX06793,3,47,70,0.9,16.45,24.5,42,F,41-50, , , , , , , ,0.9,16.45,24.5, , , , , , , ,42
XX06794,90,87,57,27,30.45,19.95,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX06795,87,43,92,26.1,15.05,32.2,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX06796,7,63,10,2.1,22.05,3.5,28,F,21-30, , , , , , , ,2.1,22.05,3.5, , , , , , , ,28
XX06797,77,50,32,23.1,17.5,11.2,52,D,51-60, , , , ,23.1,17.5,11.2, , , , , , , , , ,52, 
XX06798,57,10,92,17.1,3.5,32.2,53,D,51-60, , , , ,17.1,3.5,32.2, , , , , , , , , ,53, 
XX06799,23,93,68,6.9,32.55,23.8,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX06800,17,27,85,5.1,9.45,29.75,44,F,41-50, , , , , , , ,5.1,9.45,29.75, , , , , , , ,44
XX06801,43,10,92,12.9,3.5,32.2,49,F,41-50, , , , , , , ,12.9,3.5,32.2, , , , , , , ,49
XX06802,83,33,60,24.9,11.55,21,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06803,23,53,2,6.9,18.55,0.7,26,F,21-30, , , , , , , ,6.9,18.55,0.7, , , , , , , ,26
XX06804,77,83,15,23.1,29.05,5.25,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06805,87,17,20,26.1,5.95,7,39,F,31-40, , , , , , , ,26.1,5.95,7, , , , , , , ,39
XX06806,63,60,8,18.9,21,2.8,43,F,41-50, , , , , , , ,18.9,21,2.8, , , , , , , ,43
XX06807,80,10,22,24,3.5,7.7,35,F,31-40, , , , , , , ,24,3.5,7.7, , , , , , , ,35
XX06808,87,100,85,26.1,35,29.75,91,A,91-100,91,87,100,85, , , , , , ,91, , , , , , , 
XX06809,90,93,50,27,32.55,17.5,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX06810,13,47,18,3.9,16.45,6.3,27,F,21-30, , , , , , , ,3.9,16.45,6.3, , , , , , , ,27
XX06811,7,53,35,2.1,18.55,12.25,33,F,31-40, , , , , , , ,2.1,18.55,12.25, , , , , , , ,33
XX06812,20,93,30,6,32.55,10.5,49,F,41-50, , , , , , , ,6,32.55,10.5, , , , , , , ,49
XX06813,37,10,90,11.1,3.5,31.5,46,F,41-50, , , , , , , ,11.1,3.5,31.5, , , , , , , ,46
XX06814,10,70,55,3,24.5,19.25,47,F,41-50, , , , , , , ,3,24.5,19.25, , , , , , , ,47
XX06815,90,37,5,27,12.95,1.75,42,F,41-50, , , , , , , ,27,12.95,1.75, , , , , , , ,42
XX06816,53,60,42,15.9,21,14.7,52,D,51-60, , , , ,15.9,21,14.7, , , , , , , , , ,52, 
XX06817,50,50,50,15,17.5,17.5,50,D,41-50, , , , ,15,17.5,17.5, , , , , , , , , ,50, 
XX06818,20,77,20,6,26.95,7,40,F,31-40, , , , , , , ,6,26.95,7, , , , , , , ,40
XX06819,27,67,2,8.1,23.45,0.7,32,F,31-40, , , , , , , ,8.1,23.45,0.7, , , , , , , ,32
XX06820,93,37,8,27.9,12.95,2.8,44,F,41-50, , , , , , , ,27.9,12.95,2.8, , , , , , , ,44
XX06821,13,83,65,3.9,29.05,22.75,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX06822,53,33,72,15.9,11.55,25.2,53,D,51-60, , , , ,15.9,11.55,25.2, , , , , , , , , ,53, 
XX06823,50,27,22,15,9.45,7.7,32,F,31-40, , , , , , , ,15,9.45,7.7, , , , , , , ,32
XX06824,20,57,35,6,19.95,12.25,38,F,31-40, , , , , , , ,6,19.95,12.25, , , , , , , ,38
XX06825,90,63,98,27,22.05,34.3,83,A,81-90,83,90,63,98, , , , , , ,83, , , , , , , 
XX06826,3,57,18,0.9,19.95,6.3,27,F,21-30, , , , , , , ,0.9,19.95,6.3, , , , , , , ,27
XX06827,80,23,72,24,8.05,25.2,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX06828,100,57,57,30,19.95,19.95,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX06829,77,0,90,23.1,0,31.5,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX06830,47,7,28,14.1,2.45,9.8,26,F,21-30, , , , , , , ,14.1,2.45,9.8, , , , , , , ,26
XX06831,80,63,92,24,22.05,32.2,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX06832,63,7,40,18.9,2.45,14,35,F,31-40, , , , , , , ,18.9,2.45,14, , , , , , , ,35
XX06833,37,97,22,11.1,33.95,7.7,53,D,51-60, , , , ,11.1,33.95,7.7, , , , , , , , , ,53, 
XX06834,3,60,35,0.9,21,12.25,34,F,31-40, , , , , , , ,0.9,21,12.25, , , , , , , ,34
XX06835,93,30,80,27.9,10.5,28,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX06836,80,93,98,24,32.55,34.3,91,A,91-100,91,80,93,98, , , , , , ,91, , , , , , , 
XX06837,47,20,45,14.1,7,15.75,37,F,31-40, , , , , , , ,14.1,7,15.75, , , , , , , ,37
XX06838,90,97,42,27,33.95,14.7,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX06839,10,23,5,3,8.05,1.75,13,F,11-20, , , , , , , ,3,8.05,1.75, , , , , , , ,13
XX06840,27,20,5,8.1,7,1.75,17,F,11-20, , , , , , , ,8.1,7,1.75, , , , , , , ,17
XX06841,93,3,12,27.9,1.05,4.2,33,F,31-40, , , , , , , ,27.9,1.05,4.2, , , , , , , ,33
XX06842,7,40,65,2.1,14,22.75,39,F,31-40, , , , , , , ,2.1,14,22.75, , , , , , , ,39
XX06843,57,83,5,17.1,29.05,1.75,48,F,41-50, , , , , , , ,17.1,29.05,1.75, , , , , , , ,48
XX06844,13,0,38,3.9,0,13.3,17,F,11-20, , , , , , , ,3.9,0,13.3, , , , , , , ,17
XX06845,83,17,20,24.9,5.95,7,38,F,31-40, , , , , , , ,24.9,5.95,7, , , , , , , ,38
XX06846,83,0,0,24.9,0,0,25,F,21-30, , , , , , , ,24.9,0,0, , , , , , , ,25
